NO,ê\çûîNåéì˙,ê\çûéûä‘,Åyî}ëÃÉRÅ[ÉhÅzëÂçÄñ⁄,Åyî}ëÃÉRÅ[ÉhÅzè⁄ç◊çÄñ⁄,éÛïtéûä‘ë—ãÊï™,éÛïtå`ë‘ãÊï™,êVãKéûé©ìÆå_ñÒã@ìXî‘,éÊàµìXî‘,ä«óùìXî‘,ê´ï ,îNóÓ,ê∂îNåéì˙,ÇiÇhÇrèZèäÉRÅ[Éh,ì∆ä˘ãÊï™,êVêEéÌãÊï™,ÅyêVêEéÌãÊï™ÅzëÂçÄñ⁄,ÅyêVêEéÌãÊï™Åzè⁄ç◊çÄñ⁄,åŸópå`ë‘ãÊï™,èAã∆å`ë‘ãÊï™,âÔé–ãKñÕãÊï™,çáåvîNé˚,ç›é–åéêî,èZãèãÊï™,ãèèZåéêî,â∆í¿ïâíSäz,â∆ë∞ç\ê¨ãÊï™,ï€åØêEéÌãÊï™,é˚ì¸èÿñæóLñ≥,ì∆êgì‡ñÛ,ìØãèãÊï™,ï}ó{â∆ë∞êî,ï}ó{â∆ë∞éqãüêî,èäìæèÿñæãÊï™,ñºã`ãÊï™,éñã∆å`ë‘ãÊï™,éñã∆èäóLñ≥,ë›ïtîNåéì˙,ÇPÇQÉñåééñåÃ
1000154,2016/1/18,150231,5,99,0,1,1642,1642,5,2,58,1957/5/16,46220,2,1501,15,1501,4,1,8,960000,53,1,273,0,1,3,0,0,1,1,0,0,1,0,0,2016/1/19,0
1000155,2016/1/14,160931,3,12,0,1801,0,5,5,2,43,1972/1/29,46201,2,640,6,640,4,1,8,960000,103,2,221,40000,3,1,0,0,1,5,2,0,2,0,0,2016/1/19,0
1000156,2016/1/20,134508,1,99,0,502,0,5,5,1,39,1977/1/2,46525,2,540,5,540,2,1,7,3000000,73,4,68,43000,2,1,0,0,1,3,1,0,0,0,0,2016/1/27,0
1000157,2016/1/22,144637,1,99,0,1,383,383,5,1,63,1952/7/25,46203,1,140,1,140,4,1,7,1300000,213,8,73,0,5,3,0,0,2,0,0,0,3,0,0,2016/2/11,0
1000158,2016/1/27,204334,5,99,0,1,1640,1640,5,1,20,1995/12/29,45201,1,540,5,540,4,1,8,840000,12,8,115,0,4,3,0,0,1,0,0,0,3,0,0,2016/2/1,0
1000159,2016/2/1,124759,5,99,0,1,3152,3152,5,2,31,1984/11/21,46201,2,108,1,108,2,1,7,2500000,12,4,35,0,1,3,0,0,1,1,0,0,0,0,0,2016/2/1,0
1000160,2016/2/3,171103,4,99,0,1801,3199,3199,5,2,48,1967/8/4,46201,2,540,5,540,3,1,4,1900000,262,4,228,60000,3,1,0,0,1,4,2,0,0,0,0,2016/2/3,0
1000161,2016/2/6,113315,1,99,1,101,1414,1414,5,1,23,1992/8/3,46201,1,240,2,240,2,1,4,3500000,35,4,3,30000,4,1,0,0,1,0,0,0,0,0,0,2016/2/6,0
1000162,2016/2/6,235029,4,99,3,1801,1265,1265,5,1,39,1976/11/11,46217,2,640,6,640,3,1,7,1400000,80,5,22,0,3,1,0,0,1,6,4,0,0,0,0,2016/2/8,1
1000163,2016/2/9,152832,5,99,0,1,383,383,5,1,45,1970/9/2,46221,2,631,6,631,2,1,7,2616000,76,4,98,10000,1,3,1,0,2,1,0,2,0,0,0,2016/2/9,1
1000167,2016/2/17,203927,5,99,0,1,1415,1415,5,2,43,1972/8/6,46221,2,803,8,803,2,1,4,2600000,23,4,19,40000,2,1,0,0,1,3,2,0,0,0,0,2016/2/18,0
1000168,2016/2/19,102040,1,99,0,1,1333,1333,5,1,33,1982/4/17,46218,2,640,6,640,2,1,4,2600000,10,4,37,33000,1,1,0,0,1,1,0,0,0,0,0,2016/2/20,1
1000169,2016/2/18,155356,1,99,0,502,0,5,5,1,22,1993/11/9,45202,1,540,5,540,4,1,3,600000,34,4,46,35000,5,3,0,0,2,0,0,0,0,0,0,2016/2/23,1
1000170,2016/2/20,111431,5,99,1,1,3164,3164,5,1,38,1977/2/26,45202,1,910,9,910,2,1,5,2400000,118,8,467,0,4,3,0,0,1,0,0,0,3,0,0,2016/2/20,0
1000172,2016/2/22,125621,2,24,0,1801,0,5,5,1,37,1978/11/13,45201,2,525,5,525,2,1,8,2430000,33,8,33,0,3,3,0,0,1,4,2,0,3,0,0,2016/2/24,0
1000173,2016/2/23,115340,4,99,0,1801,0,5,5,1,20,1995/5/26,45202,1,440,4,440,2,1,7,2500000,30,8,58,0,4,1,0,0,1,8,3,0,3,0,0,2016/2/23,0
1000174,2016/2/26,180909,5,99,0,1,1415,1415,5,1,64,1951/11/29,46217,2,640,6,640,2,1,7,2509000,58,1,327,0,2,1,1,0,1,2,1,2,1,0,0,2016/2/26,0
1000175,2016/2/26,204302,5,99,0,101,5,5,5,2,20,1995/9/12,46216,2,640,6,640,2,1,5,3400000,22,4,147,0,1,1,0,0,1,1,0,0,0,0,0,2016/2/26,0
1000176,2016/3/1,194349,3,2,0,502,0,5,5,2,41,1974/9/11,46210,2,631,6,631,4,1,8,1500000,84,4,22,25000,2,3,0,0,1,2,0,0,0,0,0,2016/3/3,0
1000177,2016/3/7,184506,4,99,0,1701,0,5,5,2,22,1993/4/29,45205,2,540,5,540,2,1,6,2800000,47,8,275,0,3,1,0,0,1,4,2,0,3,0,0,2016/3/7,0
1000178,2016/3/9,131932,5,99,0,101,3136,3136,5,2,56,1959/10/25,46201,2,640,6,640,2,1,2,1490000,37,4,179,1000,1,1,0,0,1,1,0,0,0,0,0,2016/3/9,0
1000179,2016/3/13,125406,5,99,3,1,3181,3181,5,1,42,1973/6/14,46201,2,740,7,740,3,1,4,2600000,15,5,161,20000,3,1,0,0,1,5,4,0,0,0,0,2016/3/13,0
1000180,2016/3/13,114414,1,99,3,1801,0,5,5,2,31,1985/1/21,45201,1,140,1,140,3,1,3,2500000,78,4,212,4000,4,1,0,0,1,0,0,0,0,0,0,2016/3/15,1
1000181,2016/3/13,152931,5,99,3,1,5,5,5,1,38,1977/11/25,46201,1,240,2,240,2,1,3,3500000,89,4,89,50000,5,1,0,0,2,0,0,0,0,0,0,2016/3/18,0
1000182,2016/3/13,160425,4,99,3,1701,434,434,5,1,20,1996/3/6,46215,1,631,6,631,2,1,7,2000000,4,8,240,0,4,3,0,0,1,0,0,0,3,0,0,2016/3/14,0
1000183,2016/3/15,193452,4,99,0,1701,0,5,5,1,31,1985/2/28,46220,2,640,6,640,2,1,3,3600000,55,4,8,0,3,1,0,0,2,4,2,0,0,0,0,2016/3/18,0
1000184,2016/3/16,83802,3,18,0,1701,0,5,5,2,24,1991/12/22,46215,1,940,9,940,2,1,6,2500000,60,4,48,38000,5,1,0,0,2,0,0,0,0,0,0,2016/3/23,0
1000186,2016/3/19,154054,1,99,1,1,5,5,5,1,25,1990/11/11,46201,1,640,6,640,4,1,7,2500000,2,4,2,15000,5,3,0,0,2,0,0,0,0,0,0,2016/3/20,1
1000187,2016/3/19,112905,3,15,1,1701,0,5,5,1,39,1976/12/22,45201,2,1140,11,1140,2,1,4,4000000,58,4,27,54000,2,1,0,0,1,3,1,0,0,0,0,2016/3/19,0
1000188,2016/3/20,145615,5,99,3,1,3191,3191,5,1,21,1995/1/11,46201,2,440,4,440,2,1,8,2300000,17,4,14,38000,2,1,0,0,1,2,1,0,0,0,0,2016/3/20,1
1000189,2016/3/22,94208,5,99,0,101,1333,1333,5,1,22,1993/8/22,46225,1,540,5,540,4,1,3,800000,11,5,82,0,4,3,0,0,1,0,0,0,0,0,0,2016/3/22,0
1000190,2016/3/17,83318,2,24,0,502,2852,2852,5,1,58,1957/7/11,45431,2,108,1,108,2,1,8,4800000,467,1,588,0,2,3,0,0,1,2,0,0,1,0,0,2016/3/23,0
1000191,2016/3/24,104602,5,99,0,1,383,383,5,1,21,1995/1/18,46468,1,840,8,840,2,1,4,1300000,59,4,82,10000,5,1,0,0,2,0,0,0,0,0,0,2016/3/24,0
1000192,2016/3/23,130554,5,99,0,101,3152,3152,5,1,45,1970/5/31,46201,1,640,6,640,4,1,8,1700000,1,1,235,0,5,3,0,0,2,0,0,0,1,0,0,2016/3/25,0
1000193,2016/3/25,205622,5,99,0,1,1640,1640,5,1,64,1952/1/22,45201,2,1040,10,1040,2,1,1,2200000,553,1,352,0,2,1,0,0,1,2,0,0,1,0,0,2016/5/6,0
1000194,2016/3/27,140125,4,2,3,1801,0,5,5,2,23,1992/6/9,46201,1,140,1,140,4,1,7,1756000,17,5,125,0,4,3,1,0,1,1,1,1,0,0,0,2016/3/28,0
1000196,2016/3/30,181338,5,99,0,1,384,384,5,1,22,1993/4/5,46212,1,631,6,631,2,1,5,2760000,0,4,0,22000,5,3,0,0,2,0,0,0,0,0,0,2016/3/31,0
1000197,2016/4/3,161152,5,99,3,101,1415,1415,5,1,36,1979/7/13,46221,1,640,6,640,4,1,7,2000000,5,8,18,0,4,3,0,0,1,0,0,0,3,0,0,2016/4/3,0
1000198,2016/4/4,72023,3,2,0,1801,3136,3136,5,2,49,1966/11/14,46201,2,1328,13,1328,2,2,5,1800000,1,1,439,0,1,3,0,0,1,1,0,0,2,0,0,2016/4/5,0
1000199,2016/4/4,193528,3,8,0,1701,0,5,5,1,30,1986/2/21,46392,1,640,6,640,2,1,6,3080000,132,5,79,12000,5,1,0,0,2,0,0,0,0,0,0,2016/4/9,0
1000200,2016/4/4,111630,5,99,0,101,1641,1641,5,2,67,1948/6/27,46210,1,108,1,108,1,1,9,1602000,488,1,247,0,5,4,1,0,2,0,0,8,1,5,0,2016/4/5,0
1000201,2016/4/6,141404,3,26,0,1801,0,5,5,1,28,1987/8/17,45382,1,1340,13,1340,3,1,1,2000000,40,4,344,0,4,1,0,0,1,0,0,0,0,0,0,2016/4/9,0
1000202,2016/4/7,172236,3,15,0,1701,0,5,5,2,23,1992/5/8,46218,1,1505,15,1505,4,1,9,1200000,9,9,287,40000,4,3,0,0,1,0,0,0,3,0,0,2016/4/8,0
1000203,2016/4/10,131257,3,2,3,1801,0,5,5,2,31,1985/3/4,46392,2,640,6,640,4,1,4,1158000,96,1,96,0,3,3,1,0,2,5,3,1,2,0,0,2016/4/11,0
1000204,2016/4/20,121355,5,99,0,200,0,5,5,1,21,1994/7/18,46502,1,640,6,640,4,1,8,1200000,35,8,247,0,4,3,0,1,1,0,0,0,3,0,0,2016/4/26,0
1000205,2016/4/18,185322,4,2,0,1701,0,5,5,2,33,1982/12/14,45201,2,640,6,640,4,1,4,1200000,11,4,8,30000,3,3,0,0,2,4,1,0,0,0,0,2016/4/20,0
1000206,2016/4/20,170242,3,8,0,502,0,4182,5,2,45,1970/8/4,46203,1,140,1,140,2,1,5,2800000,31,8,145,0,5,1,0,0,2,2,2,0,3,0,0,2016/5/31,0
1000207,2016/4/22,100252,3,8,0,1801,2852,2852,5,2,36,1979/5/24,45203,2,1340,13,1340,4,1,4,1200000,1,4,4,0,1,3,0,0,1,1,0,0,0,0,0,2016/4/23,0
1000208,2016/4/26,155241,5,99,0,1,3173,3173,5,1,24,1992/1/9,45203,1,609,6,609,2,1,7,2160000,15,8,28,0,4,1,0,0,1,0,0,0,3,0,0,2016/5/23,0
1000210,2016/4/28,172844,5,99,0,1,1333,1333,5,1,45,1971/4/27,46225,2,631,6,631,3,1,7,1160000,36,4,46,1000,2,3,0,0,1,3,2,0,0,0,0,2016/4/28,0
1000211,2016/4/29,100947,5,99,3,1,1641,1641,5,1,56,1960/1/15,46210,2,601,6,601,1,1,9,1500000,173,4,209,40000,1,4,0,0,1,1,0,0,0,9,0,2016/5/2,0
1000212,2016/5/4,142421,5,99,3,1,1415,1415,5,1,20,1996/3/17,45207,1,640,6,640,2,1,6,1660000,20,5,48,0,4,1,0,0,1,0,0,0,0,0,0,2016/5/4,0
1000213,2016/5/6,150155,2,24,0,1701,0,5,5,2,57,1958/7/29,46218,2,140,1,140,4,1,8,1100000,421,4,409,0,1,3,0,0,1,1,0,0,0,0,0,2016/5/6,0
1000215,2016/5/11,195650,1,99,0,101,1641,1641,5,2,25,1991/3/12,46210,2,311,3,311,2,1,5,2400000,1,9,6,30000,1,3,0,0,1,1,0,0,3,0,0,2016/5/12,0
1000216,2016/5/14,164059,3,8,1,1801,0,5,5,2,46,1970/4/17,46201,2,140,1,140,2,1,4,3200000,72,4,157,60000,3,1,0,0,1,5,2,0,0,0,0,2016/5/15,0
1000217,2016/5/15,155835,1,99,3,1,1080,1080,5,1,21,1994/12/15,45201,1,540,5,540,4,1,7,1000000,25,4,257,0,4,3,0,0,1,0,0,0,0,0,0,2016/5/15,0
1000218,2016/5/15,200442,5,99,3,1,2548,2548,5,1,21,1995/4/8,45201,1,640,6,640,4,1,8,1800000,11,8,253,0,4,3,0,0,1,0,0,0,3,0,0,2016/5/15,0
1000219,2016/5/16,202227,5,99,0,1,3164,3164,5,1,33,1983/2/18,45202,2,540,5,540,2,1,5,2500000,19,4,36,53000,2,1,0,0,1,3,2,0,0,0,0,2016/5/16,0
1000220,2016/5/21,125518,5,99,1,1,383,383,5,2,57,1959/3/15,46468,2,631,6,631,4,1,2,2050000,200,8,455,0,1,3,0,0,1,1,0,0,3,0,0,2016/5/21,0
1000221,2016/5/23,145924,1,99,0,1,3191,3191,5,1,46,1970/3/29,46201,1,640,6,640,4,1,7,700000,13,8,433,0,4,3,0,0,1,0,0,0,3,0,0,2016/5/23,0
1000222,2016/5/23,204447,1,99,0,1701,0,5,5,1,33,1983/3/25,46492,1,540,5,540,4,1,6,3000000,1,8,313,0,4,3,0,0,1,0,0,0,3,0,0,2016/5/24,0
1000223,2016/5/24,111931,5,99,0,1,434,434,5,2,50,1965/11/21,46219,2,640,6,640,4,1,7,960000,249,8,250,0,2,3,0,0,1,2,1,0,3,0,0,2016/5/24,0
1000224,2016/5/26,54014,3,8,0,1801,0,5,5,1,32,1983/11/25,45205,1,540,5,540,4,1,2,2000000,42,7,42,30000,4,1,0,0,1,0,0,0,0,0,0,2016/5/26,0
1000226,2016/5/28,100419,1,99,1,1701,0,5,5,2,47,1968/12/5,45203,2,140,1,140,4,1,4,1000000,66,8,193,0,1,1,0,0,1,1,0,0,3,0,0,2016/5/29,0
1000228,2016/5/26,82626,2,24,0,1801,0,5,5,2,56,1959/11/4,46215,2,1340,13,1340,4,1,7,1200000,9,8,70,0,2,3,0,0,1,2,0,0,3,0,0,2016/5/29,0
1000229,2016/5/29,82800,5,99,3,1,1641,1641,5,1,40,1975/7/25,46210,2,631,6,631,2,1,5,3800000,179,1,60,0,2,1,0,0,1,2,1,0,2,0,0,2016/5/29,0
1000230,2016/5/29,120639,1,99,3,101,1640,1640,5,1,30,1986/1/29,45201,2,540,5,540,2,1,4,3400000,7,4,25,43000,2,1,0,0,1,2,1,0,0,0,0,2016/5/29,0
1000231,2016/5/30,174018,5,99,0,1,383,383,5,2,29,1986/12/3,46468,1,1540,15,1540,4,1,7,1800000,14,8,172,0,4,3,0,0,1,1,1,0,3,0,0,2016/5/30,0
1000232,2016/6/2,220150,4,2,0,1801,2548,2548,5,2,49,1966/12/3,45201,1,640,6,640,4,1,8,1200000,194,8,73,0,4,3,1,0,1,0,0,2,3,0,0,2016/6/3,0
1000233,2016/6/5,104426,5,99,3,1,1640,1640,5,1,63,1952/12/1,45201,1,640,6,640,4,1,6,1200000,12,8,286,0,4,3,0,0,1,0,0,0,3,0,0,2016/6/12,0
1000234,2016/6/7,200536,5,99,0,1,2548,2548,5,1,51,1964/7/9,45201,1,631,6,631,2,1,7,2000000,31,5,519,0,4,3,0,0,1,0,0,0,0,0,0,2016/6/7,1
1000237,2016/6/14,121204,5,99,0,1,5,5,5,1,20,1995/10/14,46215,1,1002,10,1002,2,1,1,1300000,26,3,24,0,5,1,0,0,2,0,0,0,0,0,0,2016/6/14,0
1000239,2016/6/22,152611,5,99,0,1,1265,1265,5,1,20,1996/4/6,45341,1,515,5,515,4,1,3,2160000,2,8,47,0,4,3,0,0,1,0,0,0,3,0,0,2016/6/22,1
1000240,2016/6/25,204415,1,99,1,1701,0,4182,5,2,29,1987/10/3,46201,2,840,8,840,2,1,3,4200000,38,4,27,24000,1,1,0,0,1,1,0,0,0,0,0,2017/5/1,0
1000241,2016/6/30,152613,5,99,0,1,383,383,5,1,27,1989/5/26,46203,2,631,6,631,2,1,7,2500000,77,5,50,0,3,1,0,0,1,4,2,0,0,0,0,2016/6/30,0
1000242,2016/7/4,114356,4,2,0,1801,0,5,5,1,21,1995/4/22,46501,1,840,8,840,4,1,6,1500000,1,8,160,0,4,1,0,0,1,0,0,0,3,0,0,2016/7/4,0
1000243,2016/7/5,204924,5,99,0,1,2891,2891,5,1,20,1995/12/17,45201,1,525,5,525,3,1,3,820000,2,4,191,30000,5,3,0,0,2,0,0,0,0,0,0,2016/7/5,0
1000244,2016/7/4,200429,3,8,0,502,0,5,5,2,54,1962/1/3,46201,1,240,2,240,2,1,5,2160000,20,4,103,47000,4,1,0,0,1,1,1,0,0,0,0,2016/7/7,0
1000245,2016/7/7,14331,3,9,0,1701,0,5,5,1,41,1975/4/23,46222,1,540,5,540,4,1,7,1800000,17,4,17,0,4,3,0,0,1,0,0,0,0,0,0,2016/7/8,0
1000246,2016/7/7,190947,5,99,0,1,1640,1640,5,1,33,1982/9/21,45201,2,401,4,401,1,1,8,3600000,52,4,97,56000,2,4,0,0,1,2,1,1,0,1,0,2016/7/7,0
1000247,2016/7/7,134619,1,99,0,101,961,961,5,2,62,1954/2/2,46404,1,540,5,540,4,1,8,1800000,30,1,350,0,5,3,0,0,2,0,0,0,1,0,0,2016/7/8,0
1000248,2016/7/8,95103,5,99,0,1,3173,3173,5,2,68,1948/5/1,44205,2,515,5,515,1,1,9,800000,107,8,268,0,1,4,0,0,1,1,0,0,3,9,0,2016/7/8,0
1000250,2016/7/11,140526,5,99,0,101,1640,1640,5,2,28,1988/1/6,45201,2,640,6,640,4,1,6,1700000,24,4,43,49000,3,3,0,0,1,5,4,0,0,0,0,2016/7/11,1
1000251,2016/7/14,165744,1,99,0,1701,0,5,5,1,27,1988/11/12,46529,1,540,5,540,4,1,7,1900000,75,4,327,15000,4,3,0,0,1,0,0,0,0,0,0,2016/7/15,0
1000252,2016/7/17,134307,1,99,3,1801,0,5,5,2,37,1978/12/13,45203,2,540,5,540,4,1,6,1323000,39,2,90,92000,3,3,1,0,1,4,1,4,2,0,0,2016/7/17,0
1000253,2016/7/18,145137,5,99,3,1,3136,3136,5,2,31,1984/9/2,46201,1,515,5,515,1,1,8,3600000,8,4,9,59000,5,4,0,0,2,2,2,0,0,9,0,2016/7/19,1
1000254,2016/7/19,75718,3,24,0,1701,5,5,5,2,30,1986/3/28,46201,1,540,5,540,4,1,7,1000000,0,8,32,0,4,3,0,0,1,1,1,0,3,0,0,2016/7/19,1
1000255,2016/7/19,190643,5,99,0,1,552,552,5,1,62,1953/9/23,45205,2,640,6,640,2,1,4,2000000,39,4,4,30000,2,1,0,0,1,2,0,0,0,0,0,2016/7/22,0
1000256,2016/7/20,112826,3,30,0,1701,0,5,5,1,25,1991/1/18,46201,1,1340,13,1340,2,1,5,2520000,14,4,12,40000,5,1,0,1,2,0,0,0,0,0,0,2016/7/20,0
1000257,2016/7/23,203910,5,99,1,1,3152,3152,5,1,20,1996/2/5,46201,1,540,5,540,2,1,4,3800000,27,9,115,1000,4,1,0,0,1,0,0,0,3,0,0,2016/7/23,0
1000258,2016/7/26,130719,3,8,0,1801,0,5,5,2,43,1973/1/28,45402,2,640,6,640,4,1,8,500000,56,1,56,0,3,3,0,0,1,5,3,0,2,0,0,2016/7/27,0
1000259,2016/7/26,124110,5,99,0,0,0,5,5,1,63,1952/9/28,46201,1,740,7,740,2,1,6,2500000,144,4,9,35000,6,1,0,2,2,0,0,0,0,0,0,2016/7/26,0
1000260,2016/7/27,194235,1,99,0,1801,1265,1265,5,2,44,1972/3/9,45202,1,540,5,540,4,1,6,1200000,19,4,71,32000,4,3,0,0,1,1,1,0,0,0,0,2016/7/28,1
1000261,2016/7/29,151112,5,99,0,1,3191,3191,5,1,36,1980/2/13,46201,2,640,6,640,4,1,5,1632000,34,4,9,40000,2,3,1,0,1,3,1,2,0,0,0,2016/7/29,0
1000263,2016/8/1,102034,3,15,0,1801,0,5,5,1,31,1985/6/29,46201,1,240,2,240,2,1,6,3900000,99,4,99,30000,5,1,0,0,2,0,0,0,0,0,0,2016/8/6,0
1000264,2016/8/3,200324,1,99,0,1,5,5,5,2,53,1963/3/23,46201,1,140,1,140,4,1,7,1800000,98,4,89,60000,4,1,0,0,1,1,1,0,0,0,0,2016/8/4,0
1000265,2016/8/5,102709,3,9,0,1701,0,5,5,2,28,1988/6/21,45201,2,1540,15,1540,4,1,4,2400000,8,4,52,50000,3,3,0,0,1,4,2,0,0,0,0,2016/8/5,0
1000266,2016/8/7,124313,5,99,3,1,3152,3152,5,1,31,1985/4/30,46201,1,631,6,631,2,1,7,3600000,62,4,6,34000,5,3,0,0,2,0,0,0,0,0,0,2016/8/7,1
1000267,2016/8/9,173532,5,99,0,1,3136,3136,5,1,24,1992/3/30,46201,1,640,6,640,4,1,6,1560000,14,4,73,20000,4,3,0,0,1,0,0,0,0,0,0,2016/8/10,0
1000268,2016/8/11,222150,4,99,0,1801,0,5,5,2,29,1986/11/14,46222,2,1340,13,1340,4,1,8,1200000,10,4,10,0,3,3,0,0,1,7,5,0,0,0,0,2016/8/17,0
1000269,2016/8/18,155507,5,99,0,1,5,5,5,2,28,1987/10/8,46201,2,540,5,540,4,1,8,2040000,40,4,31,1000,2,3,0,0,1,3,2,0,0,0,0,2016/8/18,1
1000271,2016/8/22,163232,5,99,0,1,1640,1640,5,2,28,1988/3/28,45204,2,601,6,601,4,1,8,1200000,64,8,316,0,1,3,0,0,1,1,0,0,3,0,0,2016/8/22,0
1000272,2016/8/22,204256,5,99,0,1,961,961,5,1,20,1995/11/27,43205,1,440,4,440,2,1,7,1800000,17,8,249,0,4,1,0,0,1,0,0,0,3,0,0,2016/8/22,0
1000273,2016/8/30,110213,3,2,0,1701,0,5,5,2,22,1994/3/22,46201,1,1340,13,1340,2,1,7,2100000,37,4,91,0,4,1,0,0,1,0,0,0,0,0,0,2016/8/31,0
1000274,2016/8/29,113517,3,24,0,1801,0,4182,5,1,31,1985/6/16,46201,1,240,2,240,2,1,5,4900000,124,4,124,30000,5,1,0,0,2,0,0,0,0,0,0,2016/9/14,1
1000276,2016/9/1,185140,3,2,0,1801,0,5,5,2,42,1974/8/2,46225,2,540,5,540,4,1,7,800000,53,9,117,100000,3,3,0,0,1,5,3,0,3,0,0,2016/9/2,0
1000277,2016/9/1,165822,1,99,0,1801,0,5,5,1,27,1988/10/25,45202,1,209,2,209,2,1,4,3500000,41,4,40,25000,5,3,0,0,2,0,0,0,0,0,0,2016/9/2,1
1000278,2016/9/1,180314,4,2,0,1701,1080,1080,5,1,23,1993/1/9,45201,1,440,4,440,2,1,4,4000000,44,8,284,0,4,1,0,0,1,0,0,0,3,0,0,2016/9/2,0
1000279,2016/9/7,134459,4,99,0,1801,0,5,5,1,27,1988/10/2,45202,1,640,6,640,3,1,5,1500000,48,8,265,0,4,1,0,0,1,0,0,0,3,0,0,2016/9/8,0
1000281,2016/9/11,131429,3,18,3,1701,3199,3199,5,2,25,1991/5/29,46201,2,240,2,240,2,1,3,1440000,2,4,13,35000,3,1,0,0,1,4,2,0,0,0,0,2016/9/11,1
1000282,2016/9/11,202653,4,2,3,1801,0,5,5,1,51,1965/4/24,45201,1,740,7,740,4,1,6,1800000,120,4,104,30000,5,3,0,0,2,0,0,0,0,0,0,2016/9/12,0
1000283,2016/9/13,151901,4,2,0,1801,0,5,5,1,21,1995/1/20,46201,1,1340,13,1340,4,1,6,1800000,32,4,211,0,4,1,0,0,1,0,0,0,0,0,0,2016/9/15,0
1000284,2016/9/17,114654,4,2,1,1801,0,5,5,1,29,1987/5/18,46501,1,540,5,540,4,1,5,2500000,42,4,77,20000,4,1,0,0,1,0,0,0,0,0,0,2016/9/20,0
1000285,2016/9/18,132919,5,99,3,1,3152,3152,5,1,69,1947/8/30,46201,1,640,6,640,4,1,6,3000000,156,4,0,50000,4,3,0,0,1,0,0,0,0,0,0,2016/9/19,0
1000286,2016/9/21,125852,3,2,0,1701,0,5,5,1,20,1996/4/18,45382,1,631,6,631,2,1,8,3000000,16,8,197,0,4,3,0,0,1,0,0,0,3,0,0,2016/9/22,0
1000287,2016/9/22,105426,3,9,3,1801,0,5,5,2,35,1981/8/25,46221,1,1340,13,1340,5,1,6,1200000,86,8,72,0,4,3,0,0,1,2,2,0,3,0,0,2016/9/26,0
1000289,2016/9/27,204945,1,99,0,1701,0,5,5,1,20,1995/12/20,45201,1,631,6,631,2,1,2,3600000,41,4,249,0,4,3,0,0,1,0,0,0,0,0,0,2016/9/28,0
1000292,2016/10/15,173216,3,24,1,1701,0,5,5,2,23,1993/8/31,46222,2,540,5,540,4,1,8,1000000,7,4,101,0,2,3,0,0,1,3,2,0,0,0,0,2016/10/17,1
1000293,2016/10/19,194115,1,99,0,1,1333,1333,5,1,56,1960/7/16,46225,1,631,6,631,2,1,4,3200000,176,4,242,38000,4,1,0,1,1,0,0,0,0,0,0,2016/10/24,0
1000294,2016/10/19,135631,3,2,0,1801,383,383,5,2,46,1970/7/9,46203,2,640,6,640,4,2,4,960000,3,1,166,0,2,3,0,0,1,3,1,0,2,0,0,2016/10/20,0
1000295,2016/10/26,162437,5,99,0,1,2548,2548,5,1,20,1996/8/14,45201,2,440,4,440,2,1,7,2400000,16,4,89,0,2,1,0,0,1,2,1,0,0,0,0,2016/10/26,0
1000296,2016/10/13,103705,4,2,0,1801,434,434,5,2,56,1960/8/25,46219,2,1328,13,1328,1,1,7,1980000,56,8,386,0,3,4,0,0,1,5,2,0,3,9,0,2016/10/26,0
1000297,2016/10/27,150335,5,99,0,1,5,5,5,2,55,1961/6/25,46201,1,640,6,640,4,1,4,900000,24,1,51,0,5,3,0,0,2,0,0,0,1,0,0,2016/10/27,0
1000298,2016/11/2,133043,5,99,0,1,2852,2852,5,2,40,1976/6/9,45203,1,601,6,601,4,1,8,1200000,259,5,33,15000,4,3,0,0,1,3,3,0,0,0,0,2016/11/2,0
1000299,2016/11/2,82040,3,9,0,1801,0,5,5,2,43,1973/4/6,46216,2,1240,12,1240,4,1,2,1800000,25,2,49,50000,1,3,0,0,1,1,0,0,2,0,0,2016/11/2,0
1000301,2016/11/10,210204,1,99,0,1701,1080,1080,5,1,36,1979/12/24,45201,1,540,5,540,4,1,7,1300000,4,8,307,0,4,3,0,0,1,0,0,0,3,0,0,2016/11/11,0
1000302,2016/11/22,134928,5,99,0,1,1415,1415,5,2,55,1960/11/29,46468,1,640,6,640,4,1,7,1170000,58,8,399,0,4,3,0,0,1,0,0,0,3,0,0,2016/11/24,0
1000303,2016/11/30,172240,5,99,0,1,383,383,5,2,20,1996/8/30,46492,1,540,5,540,4,1,3,1500000,31,4,36,0,4,3,0,0,1,0,0,0,0,0,0,2016/11/30,0
1000304,2016/12/2,110609,3,9,0,1801,0,5,5,1,25,1991/11/8,45202,1,640,6,640,3,1,3,2000000,3,4,2,50000,5,1,0,0,2,0,0,0,0,0,0,2016/12/3,0
1000306,2016/12/4,125444,5,99,3,1,3173,3173,5,1,46,1970/10/3,45441,2,640,6,640,2,1,4,5200000,272,2,41,50000,3,1,0,0,1,4,3,0,1,0,0,2016/12/4,0
1000307,2016/12/6,152311,5,99,0,1,5,5,5,2,25,1991/10/21,46201,1,540,5,540,5,2,4,3500000,79,4,119,45000,4,3,0,0,1,2,0,0,0,0,0,2016/12/6,0
1000308,2016/12/6,210231,5,99,0,1,3191,3191,5,1,33,1983/4/5,46201,2,640,6,640,2,1,6,3500000,35,2,36,60000,2,1,0,0,1,3,2,0,1,0,0,2016/12/6,0
